Temperature,Humidity,Light,Soil_Moisture,CO2,Growth
20.95,65.13,8677.15,45.71,850.93,88.58
21.77,64.22,7862.85,49.28,973.28,92.43
18.32,64.46,9196.1,40.61,881.42,78.16
19.25,69.21,5890.88,43.26,964.86,73.78
19.89,67.66,5205.61,40.49,940.39,68.08
19.98,60.95,8305.42,42.95,831.18,79.65
20.2,66.0,5530.79,48.49,985.46,78.09
19.18,70.06,5639.06,40.38,844.94,67.5
20.71,65.81,8762.54,44.61,847.89,87.33
20.64,67.72,6305.24,41.35,962.73,77.71
20.37,67.82,8125.56,44.12,824.34,83.87
18.46,63.57,9533.1,48.5,841.22,86.7
19.85,63.77,6552.08,46.66,902.7,76.44
19.39,67.35,5998.51,47.38,966.15,77.81
20.0,64.94,5524.54,43.4,830.3,69.07
21.83,65.65,5543.99,49.47,912.37,82.92
19.9,67.24,5296.69,47.13,938.45,75.16
18.08,67.59,5348.21,44.14,974.52,69.17
19.72,62.42,7174.93,44.33,985.43,77.95
21.22,61.41,6555.35,49.01,960.17,83.63
21.08,63.05,8553.75,45.67,931.56,89.06
19.93,65.11,9429.17,47.17,886.1,91.21
19.08,63.54,9038.43,43.92,820.68,80.44
19.73,65.4,7470.97,42.37,944.38,80.76
20.24,60.58,5452.08,46.95,1002.28,74.17
21.93,65.19,8526.99,45.83,945.77,93.35
20.52,63.49,6847.32,44.94,799.99,76.62
20.86,65.47,5309.29,46.28,901.31,75.22
19.98,64.21,9141.54,42.27,918.64,86.99
19.36,63.27,6700.48,47.95,934.07,78.05
21.22,68.74,6097.36,49.45,940.8,86.02
19.93,62.04,9384.48,48.99,910.39,90.86
21.98,66.76,9542.65,43.09,840.72,94.64
19.84,69.02,6719.26,44.08,982.7,81.04
18.39,65.31,6787.97,47.91,935.97,75.14
20.62,68.8,7902.16,45.96,849.27,87.26
18.18,61.39,8715.12,45.46,860.7,77.88
18.98,65.18,5154.34,49.15,983.38,73.26
19.47,64.77,8078.03,45.38,983.26,83.36
20.98,59.95,9605.2,45.17,880.88,91.43
20.01,64.59,6232.68,40.59,808.68,69.24
18.14,63.75,9527.79,40.46,806.9,78.06
20.41,66.61,9799.32,40.06,863.19,88.84
19.72,69.35,6129.87,49.02,924.22,81.42
21.74,60.76,8768.98,44.21,916.16,87.92
20.05,63.28,6250.99,44.79,930.66,74.56
20.91,64.34,8759.74,48.53,942.92,92.38
18.9,64.41,8936.84,45.99,803.95,82.14
21.13,67.82,6214.34,46.22,820.18,79.39
20.91,64.52,8534.94,42.75,871.08,85.92
21.6,60.25,9032.22,48.09,832.07,91.19
18.13,67.29,6718.52,41.48,816.7,68.23
19.79,68.81,5774.42,40.53,926.29,71.86
20.69,65.1,5491.13,42.01,960.8,72.72
18.48,65.9,7886.4,42.25,948.72,76.48
19.66,61.61,9925.92,43.01,959.26,87.79
21.77,62.22,9130.18,46.72,928.46,93.47
19.77,62.0,7229.97,41.95,947.95,75.81
22.12,64.31,7746.41,46.78,857.13,87.15
18.16,69.03,6272.1,41.07,1001.18,72.28
20.82,65.05,5753.75,41.56,829.58,71.46
20.24,61.73,7393.73,45.25,842.17,78.13
19.99,62.51,7315.87,49.02,854.52,81.57
21.9,63.76,7561.35,48.54,995.49,91.4
18.49,66.16,9829.76,49.56,996.42,93.8
21.55,64.49,8162.19,46.75,960.73,90.05
20.77,63.96,8042.28,46.85,925.75,86.86
19.01,65.38,5646.2,46.66,898.4,71.46
21.63,62.43,10043.67,46.16,991.26,98.01
19.78,60.83,8729.74,41.37,939.14,80.69
21.3,60.2,9388.07,45.42,989.21,92.62
19.61,62.5,7142.07,44.06,859.15,74.22
21.47,60.94,7464.28,44.37,862.21,81.45
20.56,63.47,7522.01,45.25,971.11,83.96
18.55,67.51,5957.08,41.3,825.82,66.6
20.55,67.13,8443.07,43.6,984.25,89.34
18.74,66.32,9449.39,40.54,900.18,83.05
19.62,68.72,5969.62,49.78,983.84,79.97
18.73,62.94,5397.09,41.16,864.76,61.44
18.11,68.93,8607.94,42.58,941.11,82.46
18.89,64.22,6359.26,49.05,896.62,75.12
20.08,64.28,8184.75,45.08,923.23,84.29
20.01,64.04,8480.05,41.24,901.08,81.1
19.98,60.85,6644.56,43.79,992.3,75.43
18.92,69.72,9012.9,41.04,938.92,85.17
20.71,61.82,7857.18,42.03,852.86,79.18
20.97,63.19,9385.49,40.44,984.42,88.57
19.41,63.13,8891.99,44.42,862.62,82.24
21.51,60.55,9369.2,48.22,876.8,92.6
20.56,61.54,5160.26,45.5,821.13,69.51
20.84,60.28,6154.6,46.13,978.71,77.55
19.06,62.91,5414.62,41.94,856.07,64.39
18.01,68.39,7307.47,43.5,849.19,73.76
21.53,63.48,9562.23,48.32,984.07,97.84
21.31,61.41,7255.02,41.05,963.17,79.67
18.43,66.4,9266.57,48.71,826.07,86.44
19.48,69.95,6604.83,44.92,953.75,79.36
20.61,62.3,6647.61,48.48,980.6,82.92
20.61,62.82,9498.34,43.07,816.32,86.64
21.52,69.71,7211.33,43.3,963.42,86.88
18.55,61.9,8981.38,47.62,907.3,83.6
19.71,65.28,6160.19,47.74,931.83,77.81
18.5,62.28,9781.12,42.5,900.06,81.32
19.61,69.28,7846.94,49.68,939.27,88.88
18.09,69.94,8826.32,40.92,805.55,77.97
21.71,67.95,5548.24,40.99,953.32,75.59
20.14,62.87,7313.6,45.85,805.44,78.85
21.28,64.07,9562.66,47.24,894.39,95.79
18.29,62.49,9274.26,49.76,827.31,85.44
18.81,68.81,5322.61,44.19,964.16,70.43
19.06,69.06,6472.58,40.21,858.57,71.29
19.44,64.08,7128.83,45.96,889.79,78.65
21.18,66.44,5911.44,42.86,880.78,76.34
19.52,61.75,8676.24,44.54,956.71,82.82
18.77,64.18,5850.54,44.84,898.5,70.4
18.24,66.28,6642.88,40.66,960.11,70.81
18.38,63.73,8302.89,44.8,814.79,77.07
21.0,63.37,7323.66,44.36,835.71,81.23
19.81,60.13,8616.34,47.15,907.94,84.74
20.85,67.97,9814.37,46.31,993.95,98.82
20.72,68.92,5513.11,41.71,819.2,72.29
18.56,69.48,8578.58,41.78,808.98,78.84
18.51,67.09,6259.13,42.39,829.78,68.35
20.94,65.59,7061.68,41.9,932.28,80.13
20.91,63.05,5173.69,46.76,877.74,72.64
19.58,69.72,5825.0,50.04,965.79,80.84
18.3,65.87,6513.28,46.6,818.39,71.59
18.02,66.87,6795.79,46.05,836.81,72.1
19.16,66.74,9575.11,44.21,862.46,86.75
18.04,68.57,8770.64,43.17,926.89,80.71
18.93,59.98,9954.02,49.37,936.92,89.46
19.53,62.22,8015.58,49.68,821.9,81.9
18.42,66.58,6166.55,45.16,986.62,73.32
18.37,69.12,6717.17,43.03,869.07,72.53
21.59,66.76,6680.83,47.81,938.42,86.45
20.35,64.09,6712.14,41.04,905.23,74.12
21.78,63.75,8368.03,47.79,846.15,90.35
19.4,67.24,7602.42,48.17,972.16,85.22
20.63,67.42,6940.91,41.19,959.51,80.13
18.91,65.82,5813.36,49.56,883.11,75.13
20.55,62.76,5184.53,49.85,922.74,75.82
18.44,69.31,6063.2,49.37,852.78,75.68
18.03,65.38,5560.09,44.77,934.9,67.29
21.69,67.83,8832.89,42.25,860.83,90.9
20.23,62.21,5633.48,45.89,968.67,73.06
21.77,63.36,8564.68,44.32,844.28,88.31
19.46,68.86,6984.89,42.09,803.03,73.73
19.36,60.53,5284.05,44.4,854.53,65.07
19.62,65.18,9137.99,46.63,837.94,87.49
20.8,64.99,7921.35,40.7,902.44,81.43
20.27,67.56,6122.49,43.2,839.38,74.65
21.78,63.03,9523.24,39.95,951.64,89.73
18.1,62.32,5183.74,47.76,846.57,64.56
20.78,69.19,6063.13,46.57,947.07,81.24
19.22,65.9,8740.48,40.43,920.03,81.23
18.75,61.08,8422.84,49.67,998.89,85.89
20.06,61.88,6375.55,40.21,1003.9,72.76
19.98,70.03,5279.1,45.86,976.27,76.65
18.61,62.11,9389.01,47.71,952.53,86.03
18.78,66.17,6633.44,47.93,872.83,75.62
19.62,64.46,6095.61,40.46,949.88,68.99
19.63,69.01,7699.5,49.12,990.34,88.05
19.25,67.62,9512.59,49.17,801.32,90.47
18.61,65.83,5204.15,45.59,903.18,68.05
18.09,60.08,8799.38,44.95,845.06,76.45
21.81,68.81,7813.96,40.51,912.54,87.11
21.8,64.54,6994.51,45.63,889.83,84.33
19.94,69.4,8719.34,44.09,912.95,87.99
21.99,64.98,9736.46,47.78,913.63,100.02
20.75,66.96,6143.57,43.97,989.42,79.45
18.28,60.79,5870.74,46.95,910.94,66.78
18.5,67.33,9527.7,40.86,968.68,84.93
21.71,63.62,8358.8,41.27,865.46,85.33
20.49,63.23,7255.28,41.48,885.09,76.85
21.39,61.39,7886.5,40.29,894.35,80.9
21.58,61.46,8749.15,45.19,856.25,88.9
19.78,62.0,8839.04,47.95,876.64,87.16
18.17,63.33,9582.76,45.86,919.94,84.71
18.78,68.97,7065.02,45.56,917.06,79.26
18.27,63.76,6528.04,46.91,933.77,72.24
18.78,67.36,8072.79,43.37,877.94,78.93
19.64,60.78,7148.64,43.8,861.27,73.83
18.38,66.06,7871.81,42.97,915.46,77.69
18.67,64.67,7169.31,47.11,828.33,74.8
19.79,69.78,5739.48,41.67,851.16,71.27
19.38,68.58,7258.34,39.96,811.57,73.79
19.83,64.69,8496.34,46.11,815.37,83.18
19.64,67.82,9063.36,49.5,848.85,91.22
20.62,61.88,7435.05,45.86,807.25,80.1
21.73,65.75,5878.13,47.82,852.84,80.29
18.44,60.65,6908.73,46.78,926.89,74.43
18.38,63.73,8836.28,44.89,809.8,79.83
21.41,62.25,7157.45,46.97,887.03,83.35
20.0,66.97,8466.53,48.28,982.91,91.83
21.01,64.73,7401.84,42.56,957.59,83.11
18.89,67.52,6155.74,43.31,862.37,71.46
21.28,65.17,8914.19,42.46,987.91,91.3
21.71,61.14,5409.1,44.41,871.03,72.3
20.57,67.21,7597.73,48.88,816.22,86.28
18.39,68.34,6057.35,43.56,996.29,72.88
21.51,68.89,5330.32,43.74,973.57,79.05
21.32,65.65,7612.68,48.56,892.96,88.13
20.97,67.77,7528.41,45.26,934.8,86.22
18.18,67.36,8567.49,45.63,935.39,82.05
21.31,61.64,8807.74,48.65,844.97,89.08
18.6,61.7,8610.94,44.83,838.64,77.43
18.87,60.71,6956.84,46.79,895.05,74.54
20.3,63.27,8245.45,41.22,989.28,80.8
19.01,64.57,7894.52,41.81,800.27,74.29
20.7,70.21,7117.85,43.96,956.93,84.41
20.47,64.58,7940.41,44.78,808.71,81.84
18.4,67.27,9691.78,49.4,895.89,90.92
20.56,67.27,6025.5,49.76,925.27,82.17
21.62,61.99,9599.83,48.61,940.45,96.74
18.7,60.64,5323.78,43.1,812.13,60.83
20.4,65.66,6599.1,49.64,880.95,81.65
19.38,66.94,6481.74,46.73,919.26,77.57
19.79,69.79,8141.31,43.95,813.74,83.54
19.06,63.36,5643.48,47.09,829.84,69.46
19.47,69.25,9498.98,40.09,929.33,86.65
18.12,63.75,9115.82,41.7,905.42,78.54
21.98,66.87,8287.0,48.18,834.65,92.97
20.48,65.83,7234.12,46.5,905.79,83.78
19.99,60.66,9617.26,43.76,978.81,88.08
19.58,60.67,9136.71,45.0,802.99,82.22
20.2,60.14,7438.63,49.02,932.16,83.06
19.57,63.75,8566.88,46.11,818.06,82.71
19.42,67.31,7737.48,44.18,800.02,79.54
19.89,61.7,7946.86,41.18,826.33,75.48
19.17,66.25,6664.43,43.01,883.31,72.53
18.71,62.95,7179.9,49.88,959.08,80.13
20.2,67.99,5358.82,44.28,857.68,72.67
21.45,68.01,6805.17,44.69,924.82,84.5
18.57,67.7,8510.05,45.18,880.0,83.53
18.17,65.53,9751.35,48.68,850.13,88.16
18.98,62.73,9864.11,46.34,903.27,87.34
21.81,68.12,7770.73,46.83,960.78,92.74
21.38,61.88,8034.1,43.73,961.39,86.71
20.22,63.04,5946.75,40.31,962.13,70.98
21.6,61.99,8543.36,49.63,863.46,91.65
19.81,66.74,5304.59,49.22,957.27,76.71
21.96,66.9,6388.34,49.47,844.14,86.53
19.15,66.57,8293.6,49.5,940.75,88.41
18.97,63.84,6527.61,48.16,994.39,77.49
20.4,60.78,5352.04,46.9,803.25,69.08
19.56,69.03,9200.63,48.34,892.1,92.41
20.52,65.0,6470.12,45.92,926.93,79.85
19.22,63.9,5272.25,41.32,941.85,66.16
20.47,65.99,5400.81,43.75,835.47,71.22
19.13,61.93,6193.45,49.71,996.86,76.9
18.2,61.3,5837.8,43.46,922.36,64.88
21.54,63.88,8968.45,48.61,834.27,93.19
21.66,62.27,6564.21,40.98,807.37,73.87
21.96,62.08,9092.29,43.08,954.73,91.57
20.79,68.9,5959.71,43.48,816.66,75.57
20.71,65.32,7411.53,40.85,822.62,77.22
20.22,64.87,8376.04,41.04,917.05,82.92
18.57,66.68,8240.05,42.12,926.49,78.55
18.63,69.55,7927.18,48.39,933.69,85.8
19.13,60.98,9632.83,40.55,878.43,80.87
21.45,68.22,6127.8,42.8,957.39,81.25
18.67,65.94,7494.59,40.12,994.96,75.11
21.66,61.74,9520.65,47.16,854.71,93.29
20.1,62.98,5448.39,46.15,939.45,72.81
20.83,64.71,5314.71,46.44,984.43,77.24
18.4,66.94,6024.8,43.89,937.0,71.26
19.11,62.56,8197.06,42.13,936.35,77.22
21.86,65.44,6423.57,46.98,841.26,81.99
19.1,67.23,5734.2,48.13,906.83,74.87
19.18,64.39,7343.7,41.6,917.15,74.92
18.76,68.67,8056.5,44.86,938.79,83.66
18.51,68.91,6181.54,42.1,995.7,73.38
18.96,64.91,6561.2,41.74,806.28,68.33
20.44,69.46,8191.03,47.31,810.93,88.46
19.85,60.76,9784.57,45.12,811.63,86.24
20.23,60.24,8346.95,41.92,949.01,80.23
18.49,64.21,8846.52,43.24,825.17,78.54
21.2,66.11,6844.48,49.56,922.64,86.64
20.98,66.24,6424.21,48.36,865.39,82.56
18.06,64.62,7243.44,48.79,886.93,77.11
19.64,61.56,9014.73,44.51,837.98,83.13
18.28,61.81,7484.91,46.25,975.21,75.7
21.15,68.4,9311.38,43.74,911.52,93.87
20.95,68.65,10026.76,40.61,986.02,95.19
21.63,66.78,5254.88,43.94,909.59,77.48
18.99,66.72,5176.08,46.0,823.34,67.75
19.81,65.85,5753.33,42.88,835.44,69.94
18.76,61.94,6849.69,48.47,998.15,77.91
19.59,64.05,5770.57,41.79,952.19,68.38
20.15,67.1,9454.98,43.78,813.07,87.54
18.35,65.32,5077.27,41.37,938.0,61.84
20.82,60.25,6707.55,44.02,878.89,74.49
20.27,69.73,5923.17,40.43,869.45,72.46
21.27,68.48,9844.34,42.66,833.96,93.82
19.11,62.59,8357.83,44.12,969.73,81.18
21.66,66.19,9601.68,44.77,812.99,93.36
21.96,69.24,9962.55,45.47,858.78,99.13
21.68,61.13,7577.58,42.77,856.89,80.83
21.17,65.07,6208.41,45.23,832.65,76.85
21.21,64.49,5958.47,45.51,901.85,77.98
20.4,64.25,6151.65,43.07,799.66,71.39
18.68,68.53,8484.14,48.21,858.6,86.21
20.82,63.62,5213.19,45.56,991.21,74.4
20.91,60.85,5176.85,43.24,861.74,68.51
21.94,60.71,7912.35,49.43,878.22,89.81
20.14,60.47,8213.92,48.3,889.48,84.4
19.06,64.23,8417.3,49.9,910.79,85.46
20.73,67.1,6926.13,46.99,957.16,83.84
21.91,62.17,9023.82,43.74,834.48,89.17
18.78,66.41,7794.05,42.91,971.9,78.99
19.42,66.66,5486.31,46.37,952.44,74.08
20.18,62.41,8847.26,49.71,945.32,91.89
18.63,66.08,9608.05,46.24,815.35,86.67
18.06,66.72,5215.04,48.65,797.73,68.12
19.34,64.89,7015.62,43.04,923.18,75.14
21.4,63.53,7391.82,44.03,971.78,85.47
18.1,66.38,5765.58,49.16,913.58,71.84
19.84,69.8,9457.21,47.75,843.46,92.04
21.07,64.3,6341.45,49.74,818.71,80.96
21.76,63.75,8949.53,47.85,938.96,94.83
21.99,64.78,8393.82,44.58,944.79,90.59
19.62,60.82,7928.19,45.48,831.09,78.32
21.74,65.61,6058.33,48.96,807.89,81.05
18.09,63.52,6082.78,45.26,878.71,66.45
21.08,61.13,5209.08,42.56,914.75,70.0
20.56,64.64,6355.77,44.21,943.12,76.33
18.85,60.08,6764.9,45.06,965.55,73.02
20.1,63.89,9232.42,40.92,926.8,84.74
18.5,61.03,6929.62,47.39,825.3,72.2
21.38,60.31,8726.22,41.11,935.56,85.83
19.41,68.2,7287.3,44.15,992.27,81.02
20.54,69.35,8888.17,47.99,985.28,95.73
18.66,61.87,9842.1,44.73,978.39,87.52
18.93,65.55,6179.6,48.42,858.45,73.37
21.92,62.87,9266.87,43.55,952.88,93.38
21.02,64.86,8168.38,49.55,969.24,92.29
21.81,64.24,9105.73,42.08,940.11,91.3
19.09,62.4,8222.52,40.33,848.59,75.26
18.71,66.89,7168.37,48.7,996.62,81.85
20.04,61.41,6120.54,47.41,892.49,74.72
20.0,60.52,5326.53,42.19,831.28,64.41
18.73,67.84,7681.1,49.96,820.58,82.22
20.89,66.57,9985.04,44.87,930.7,96.5
19.39,65.08,8718.31,49.47,884.67,88.04
18.75,64.58,6610.54,45.2,821.39,71.28
19.4,64.84,9197.08,44.67,950.73,86.71
20.35,64.36,8828.89,44.61,966.96,87.88
20.95,63.84,6360.97,43.26,946.51,77.51
19.93,64.78,4965.72,45.19,842.6,68.77
20.12,65.26,5661.68,44.3,936.56,73.32
18.56,66.93,9387.42,40.56,803.75,80.23
21.6,67.29,9198.01,42.44,859.9,91.63
21.72,63.91,6551.43,42.24,880.11,77.85
20.65,64.31,6391.57,48.53,967.57,82.63
18.06,63.84,8865.26,46.18,877.04,80.94
20.25,65.41,9693.72,47.95,802.44,91.6
20.57,64.36,8917.88,49.33,869.36,92.26
21.92,68.92,8008.95,46.29,898.66,93.15
21.98,67.05,6319.58,49.94,992.99,88.87
21.38,69.19,7449.54,43.19,988.73,88.4
18.25,67.19,6248.29,41.97,837.2,67.55
21.88,69.88,9097.08,43.95,832.72,93.8
20.49,66.21,6967.73,44.99,833.93,78.21
21.35,69.59,8928.03,48.97,959.35,100.17
19.7,61.64,7000.59,45.43,800.03,73.25
19.29,60.69,9046.76,42.89,831.61,79.48
19.89,65.77,6629.99,47.25,900.82,79.38
18.58,69.82,7188.37,45.29,851.83,78.04
19.36,64.27,8106.81,41.53,820.58,76.54
21.51,61.96,5397.53,45.84,873.58,74.12
18.21,65.44,9805.39,49.05,855.36,88.19
18.59,66.36,7926.84,48.34,903.85,82.49
18.52,62.88,7557.33,45.59,998.42,78.83
19.69,67.15,9226.95,43.86,822.71,85.82
22.04,69.99,9250.19,41.06,875.43,93.34
18.61,69.05,7557.17,44.57,985.85,81.98
18.6,63.02,9700.86,47.3,972.14,88.96
21.65,63.27,5384.03,43.72,880.98,73.47
21.6,63.69,5618.3,42.12,938.12,74.82
18.19,63.73,7946.86,49.49,813.14,78.59
21.09,60.69,6835.96,48.09,940.91,82.01
20.55,67.65,7237.42,46.22,992.21,86.98
21.02,63.84,6718.05,41.4,910.54,76.17
20.04,68.85,7004.82,41.3,900.15,78.44
21.93,69.36,9234.63,40.93,841.56,91.34
18.08,60.47,7857.72,46.21,924.78,77.0
18.97,69.93,10113.83,40.81,920.67,89.24
19.55,67.08,8908.34,48.66,938.79,90.45
19.91,65.09,6340.98,49.94,806.27,77.58
21.7,64.18,6335.77,43.48,912.3,79.04
20.25,65.26,6629.25,44.39,921.04,78.27
18.16,63.11,9211.08,47.26,837.3,82.13
19.73,66.06,5083.27,49.46,843.4,72.64
19.69,61.11,6100.37,49.14,856.15,73.75
21.84,66.07,9559.69,40.48,941.58,93.11
20.35,63.01,8134.5,41.73,918.64,80.99
20.54,59.79,6078.86,47.61,971.21,77.58
20.79,65.73,5996.77,46.99,856.25,77.68
21.14,65.85,9276.77,41.49,988.73,91.57
20.43,64.28,9563.33,44.92,949.08,92.33
18.94,60.7,6219.68,47.79,875.38,71.5
21.53,69.2,7049.82,42.1,817.53,81.91
20.95,66.21,9186.96,48.71,850.57,94.64
20.92,61.03,8828.31,40.63,998.49,85.24
22.03,64.87,9230.19,47.59,859.45,95.49
21.16,65.0,7580.28,46.32,865.64,85.08
21.32,60.6,9581.91,42.99,836.33,88.75
21.84,65.86,6697.78,47.17,962.85,87.07
18.63,68.08,5850.0,48.0,853.58,71.93
19.95,67.41,8560.48,49.39,862.68,90.67
20.39,62.03,7685.16,43.73,882.29,79.65
19.32,68.72,9418.82,46.69,885.86,91.07
21.4,63.63,5398.61,45.88,880.52,75.36
21.14,69.59,9186.63,45.39,899.15,94.87
20.95,60.62,6419.92,48.82,966.41,81.61
22.06,64.91,8149.81,39.96,962.91,87.62
19.05,65.98,5259.87,42.96,956.31,68.61
20.99,62.29,7878.66,45.23,818.86,83.57
20.22,67.77,8585.95,41.82,960.1,86.66
19.18,66.53,6828.98,49.08,820.1,78.0
18.66,60.19,6238.51,46.48,829.76,66.77
21.6,65.86,7556.13,44.7,992.14,88.51
20.42,64.92,9101.0,48.06,968.11,93.63
21.29,61.79,6607.93,44.35,911.64,79.16
20.14,70.08,6248.11,45.66,968.8,81.3
18.92,69.05,6355.07,39.93,1002.42,73.26
19.27,62.9,9739.82,43.8,919.57,87.09
19.61,65.36,6705.6,41.36,920.26,73.71
21.88,63.14,5043.77,46.75,951.35,77.28
18.04,67.76,8741.07,44.76,850.51,81.76
21.98,69.2,8494.52,42.96,836.54,90.83
21.96,63.39,5599.57,44.82,954.6,78.5
21.9,68.22,9997.78,42.04,868.06,96.16
19.96,64.93,8166.83,49.21,826.04,85.04
21.87,63.99,7480.04,40.74,864.0,82.02
19.54,69.42,7011.34,48.73,871.34,82.94
18.06,65.15,9470.58,45.35,995.68,85.73
18.88,64.51,6150.18,46.37,942.05,72.64
21.7,66.49,6554.69,42.9,907.92,81.06
18.16,62.53,5649.59,49.81,986.3,71.66
20.27,63.3,8795.92,43.04,981.01,85.8
18.33,69.22,8027.28,46.11,902.08,81.9
19.13,66.74,8065.1,50.08,981.63,88.14
18.34,68.56,6087.36,48.95,878.63,74.61
21.48,62.45,8160.23,45.32,842.16,86.64
20.47,65.33,8807.79,49.78,847.91,91.22
21.57,69.98,6834.37,46.96,931.41,88.06
20.69,63.18,8997.89,41.85,901.92,86.47
21.98,61.51,6808.99,44.25,929.8,80.97
19.93,65.27,8818.35,43.3,941.41,87.0
20.49,63.89,5105.35,43.62,807.43,68.23
20.29,61.55,7660.74,47.43,811.69,81.41
19.84,68.91,9836.3,46.0,905.9,94.58
21.45,69.82,9868.44,40.31,840.73,93.87
20.63,65.54,6433.0,48.59,927.67,82.08
21.17,67.73,7155.23,43.2,911.14,83.56
21.22,68.45,5270.53,50.13,920.24,81.39
